no,id,title,original_title,genres,companies,countries,languages,year,overview,tagline,vote_average,poster_path
583,1608616,Because of Cupid,Because of Cupid,로맨스,"Neshama Entertainment, Hallmark Media",US,,2026,,,6.667,/wsT41w8lpniLHmkc0nBF1dLwhEs.jpg
584,662723,Danur: The Last Chapter,Danur: The Last Chapter,"공포, 미스터리, 스릴러","MD Pictures, Pichouse Films",ID,"Indonesian, Sundanese",2026,,,0.0,/7c87gUbpLduXsbA5I7crmRlPo90.jpg
585,1215919,My Sister's Bones,My Sister's Bones,"드라마, 스릴러",,GB,English,2026,,,5.0,/4gr9WexfjVIji7LIH3D5zq4qAPc.jpg
586,1627535,猎枭风暴,猎枭风暴,"액션, 전쟁","Huaguang Era Culture (Beijing) Co., Ltd. (华广时代文化（北京）有限公司)",CN,Mandarin,2026,,,6.0,/fIssIvkDSTOtVwtZGdK2kohy0Nf.jpg
587,1560734,Penerbangan Terakhir,Penerbangan Terakhir,"드라마, 로맨스","Visual Media Studio, Legacy Pictures",ID,Indonesian,2026,,,6.5,/hWJCRc6MUZ1ha5w1zgPNv5oVpg.jpg
588,1134517,Ruas da Glória,Ruas da Glória,드라마,"Syndrome Films, Telecine, Irreverence Films",BR,"Spanish, Portuguese",2026,,,0.0,/8TuRyX64xqLsYjz1xIyWnyevQkg.jpg
589,1433117,கர,கர,"액션, 드라마, 범죄","Vels Film International, Think Studios",IN,Tamil,2026,,,0.0,/uIrFdMWlJFdc1jPBP9bxeaISCDj.jpg
590,1597670,क्रांतिज्योति विद्यालय मराठी माध्यम,क्रांतिज्योति विद्यालय मराठी माध्यम,"코미디, 드라마",,IN,Marathi,2026,,,0.0,/xoswfeiBUEnWzBfixEvRbCUIwpV.jpg
591,1335666,Glenrothan,Glenrothan,드라마,"Nevision, Gold Rush Pictures, Infinity Hill, Blazing Griffin, Head Gear Films, Metrol Technology, Oval-5",GB,English,2026,,,0.0,/gNKQETNDN9sVxpiayzF9bTw5a5q.jpg
592,1240889,Teenage Sex and Death at Camp Miasma,Teenage Sex and Death at Camp Miasma,"공포, 드라마","MUBI, Plan B Entertainment",US,English,2026,,,0.0,/AhEYtXa1csweudaRivYtg0bdBpu.jpg
593,1411529,飞行家,飞行家,"드라마, 코미디","Shanghai Maoyan Film, Shanghai Haimu Film Group, China Film Creative, Tianjin Maoyan Weiying Culture Media",CN,Mandarin,2026,,,5.0,/4MCXfUEaIDLLZew1JQg817fqyb0.jpg
594,1536559,雙囍,雙囍,드라마,Splash Pictures Inc.,TW,"Japanese, Mandarin",2026,,,10.0,/1MzikEP1A09dZFuQu5DBxJFPNH7.jpg
595,1555243,Beléd estem,Beléd estem,코미디,Vertigo Média Kft.,HU,Hungarian,2026,,,0.0,/vysEQvmPwh2yJVLzOe21bZlECOy.jpg
596,1437511,How to Rob a Bank,How to Rob a Bank,"범죄, 액션, 스릴러","87North Productions, Imagine Entertainment, Amazon MGM Studios",US,English,2026,,,0.0,
597,1495490,인피니트 아이콘: 비주얼 메모아르,Infinite Icon: A Visual Memoir,"다큐멘터리, 음악","11:11 Media, CJ 4DPLEX, CJ 4DPLEX America",US,English,2026,"전 세계를 매료시킨 21세기 팝 아이콘, 그리고 수많은 화제의 중심에 섰던 인물 패리스 힐튼의 진짜 이야기가 마침내 스크린 위로 펼쳐진다. 1990년대 후반, ‘클럽 키드’로 주목받기 시작한 패리스 힐튼은 전례 없는 새로운 캐릭터의 등장으로 언론과 대중의 시선을 한몸에 받았다. 그녀는 곧 단순한 ‘철없는 파티걸’로 소비되며 오해와 조롱의 대상이 되었다. 하지만 그 이면의 진실은 훨씬 복잡했다. 내성적인 성격의 패리스에게 클럽은 도피처이자 안식처였고, 음악은 자유와 기쁨, 위로와 공동체의 온기를 느낄 수 있는 유일한 공간이었다. 〈인피니트 아이콘 : 비주얼 메모아르〉(INFINITE ICON : A VISUAL MEMOIR)는 2024년, 할리우드 팰라디움에서 열린 그녀의 생애 첫 콘서트를 중심으로 다시 음악으로 돌아온 패리스 힐튼의 여정을 따라간다. 숭배의 대상이자 동시에 조롱의 표적이었던 그녀의 삶을 브루스 로버트슨과 JJ 던컨 감독은 세밀하고 절제된 시선으로 새롭게 비춘다. 수십 년에 걸친 개인적 기록과 솔직한 인터뷰, 생생한 다큐멘터리 영상, 그리고 콘서트 실황을 통해 영화는 찬사와 비난이 공존하는 할리우드 속에서 패리스 힐튼이 자신만의 길을 만들어 온 과정을 섬세하게 포착한다. 음악은 그녀에게 영감이자 희망이었고, 다시 일어설 수 있는 힘이었다. 〈인피니트 아이콘 : 비주얼 메모아르〉는 수많은 오해와 시련 속에서도 끊임없이 자신을 재창조해 온 패리스 힐튼이 ‘아이콘’을 넘어 하나의 ‘인간’으로 다시 서는 순간을 담아낸다.",,6.0,/t8cH819taESsbBNxZMWSeFECf22.jpg
598,1584720,Recep İvedik 8,Recep İvedik 8,코미디,Çamaşırhane Film,TR,Turkish,2026,,,0.0,/3j9T9MkttObsQgn9KgyYwdr0bFQ.jpg
599,1430077,Hokum,Hokum,공포,"Spooky Pictures, Image Nation Abu Dhabi, Cweature Features, Team Thrives",US,English,2026,,,0.0,/7J8fqR73xmoxRfoIrgi1TY1n0nR.jpg
600,1635086,Punha Ekda Sade Made 3,Punha Ekda Sade Made 3,코미디,,IN,Marathi,2026,,,7.0,/sGVkRvxF2vAHu6Y0JnVQLwRh7XD.jpg
601,1619620,Aga Aga Sunbai Kay Mhantay Sasubai,Aga Aga Sunbai Kay Mhantay Sasubai,"드라마, 코미디",,IN,Marathi,2026,,,7.0,/o7VaQgNixd6PwsQveOYUpiXwMyZ.jpg
602,1639792,Let Go,Let Go,코미디,Engine Lane,IE,,2026,,,0.0,/oX8ZxsGU8V5CJ9v9SP7iLLhT6WB.jpg
603,1571900,Dead Eyes,Dead Eyes,공포,"Whispering Forest, Motion 24",AU,,2026,,,0.0,/o7MYJveV146pg2HQbQuv2LFK09y.jpg
604,1351705,Miss Mermaid,Miss Mermaid,"코미디, 드라마","Folivari, Panique!, France 3 Cinéma",FR,French,2026,,,0.0,/mHOdJ7cKrASZvGli7GaXbDUSOdd.jpg
605,1321666,Lalka,Lalka,"드라마, 역사","Gigant Films, TVN Warner Bros. Discovery, Wytwórnia Filmów Fabularnych we Wrocławiu",PL,Polish,2026,,,0.0,/4fzO2JQFUyCo7CiGydGejBHJpqN.jpg
606,927334,Someone Dies Tonight,Someone Dies Tonight,스릴러,"Dream Team Pictures, Retro Gold 63","HR, DE","Croatian, English, German",2026,,,0.0,/wwXhmGiydYKckSAris6BqoWyiay.jpg
607,1266800,L’Enfant du Désert,L’Enfant du Désert,"가족, 모험","Mai Juin Productions, StudioCanal, uMedia",FR,French,2026,,,0.0,/5hjUoUhsQ2Ffs8Y6BpDIB5GIZEH.jpg
608,525903,"I Know Catherine, the Log Lady","I Know Catherine, the Log Lady",다큐멘터리,"Next Step Studios, History of Cool",US,English,2026,,,0.0,/35dU3ZmflixUiY9vVT8BFEQsWFo.jpg
609,1286818,Miles & Ellen,Miles & Ellen,드라마,,US,English,2026,,,0.0,/u5OFMgi6I8AL9h8ahrJvdNf6pw3.jpg
610,1299061,홈 스토리즈,Etwas ganz Besonderes,드라마,"Trimafilm, if... Productions, Komplizen Film, ZDF/Arte",DE,German,2026,,,6.0,/vfr4lYfKduKMe2B2RjBiucExlOc.jpg
611,1632509,东北恋歌：冬天里的一把火,东北恋歌：冬天里的一把火,,,CN,Mandarin,2026,,,8.0,/xcB2qtcMjtIjzhDiMk5n0jN9sNd.jpg
612,1566001,VHS Summer Camp,VHS Summer Camp,"공포, 스릴러",High Five Across Time Pictures,US,English,2026,,,6.0,/vsE3W0laXEEGf5509rnqAAVsO2C.jpg
613,1408207,제로 A.D.,Zero A.D.,드라마,"Angel Studios, Kasbah Films",US,English,2026,,,0.0,/dGWEw53FHaS6zcUOdFNMp7D45KT.jpg
614,1636139,"Bye bye, Paraíso","Bye bye, Paraíso",드라마,"Bicha Cine, Bocacha Films, Galaxia 311","CO, CR, UY","English, Spanish",2026,,,0.0,/7e84aIw73J19bO2PuXQDzpvyShl.jpg
615,1378791,에브리바디 디그스 빌 에반스,Everybody Digs Bill Evans,"드라마, 음악","Hot Property Films, Cowtown Pictures","IE, GB",English,2026,,,0.0,/exHDyaXx7rK4tboHnY0WaBijnlM.jpg
616,1284186,새크리파이스,Sacrifice,"모험, 코미디, 액션","Mid March Media, Heretic, Lady Killer Productions, Iconoclast, Film4 Productions",GB,English,2026,,,0.0,/9vzTjBGeUMp7YrlhcYLi5Cz35Vo.jpg
617,1566147,Jastimari: Il rifugio,Jastimari: Il rifugio,공포,,IT,,2026,,,0.0,/xGPOAEziLKcUH9R36OnIXIIxI6S.jpg
618,1433367,원 나잇 온리,One Night Only,"로맨스, 코미디","Universal Pictures, Olive Bridge Entertainment",US,English,2026,,,0.0,
619,1088548,비터 크리스마스,Amarga Navidad,"드라마, 코미디",El Deseo,ES,Spanish,2026,,,0.0,/8fPvRrl6KBrCLqTWIQ3i1xsk8Dl.jpg
620,737885,더 테스트,Nightmare Hospital,공포,"Greenway Entertainment, CoCo Pictures, Amplifier Films",GB,English,2026,,,0.0,/jmf80I2U92OVjnLIetUDzt1X7a4.jpg
621,1381151,Holy Days,Holy Days,"코미디, 모험","Firefly Films, Lily Pictures, Velvet Moss, New Zealand Film Commission, Téléfilm Canada, CBC Films, Creative BC",NZ,English,2026,,,0.0,/bQuH4CVkdKoHtOksYu8q4g3nsNa.jpg
622,1585657,Тюльпаны,Тюльпаны,"코미디, 드라마","Bazelevs, Red Pepper Film, NMG Studio",RU,Russian,2026,,,0.0,/4i49t5uS3tQgLWC0c9YU8vlvbf1.jpg
623,1613721,判妖邪,判妖邪,"미스터리, 스릴러",,CN,Mandarin,2026,,,6.667,/45dmyVEyHSUMxyF4Z7MrV0YtIfe.jpg
624,1447887,2m²,2m²,다큐멘터리,"Menuetto, 2Pilots Filmproduction, Mitra Films",BE,"Dutch, Turkish",2026,,,0.0,/eKXI4KbZU5VpvTYRAEZYY3pgmgd.jpg
625,1209628,Wafflehead,Wafflehead,"공포, 코미디",Elytra Collective,CA,English,2026,,,0.0,
626,1306820,매드 댄스 오피스,매드 댄스 오피스,"코미디, 음악","Ace Factory, Contents Creative Group Moon",KR,Korean,2026,"24시간 빈틈없이 살아온 구청의 갓생 과장 국희. 승진은 코앞이고, 딸의 취업까지! 모든 것이 그녀의 계획대로 완벽하게 진행될 줄 알았다. 그런데 완벽했던 스텝이 꼬여버리기 시작한다! 도둑맞은 승진, 연락 두절된 딸, 그리고 텅 빈 마음... 엉망진창이 된 인생 박자를 수습하기 위해 찾아간 곳은 플라멩코 연습실? 완벽하지 않아도 괜찮은, 인생 리듬 되찾기 프로젝트!",스텝을 밟으니 인생이 풀린다,0.0,/jjZHUSqbc9bZmyt6T6ig7eaUugc.jpg
627,1399253,Nosso segredo,Nosso segredo,"드라마, 판타지","Entrefilmes, Desvia Produções, Globo Filmes, Vitrine Filmes, Foi Bonita a Festa, Quarta-feira Filmes, Produções Grãos da Imagem",BR,Portuguese,2026,,,5.5,/qn1POyav0kLBMoCXYS4zV6HHDK1.jpg
628,1514378,U.V.F: Underground Video Films,U.V.F: Underground Video Films,공포,Tenebre,"BR, DE, IT, US",English,2026,,,0.0,/uysub8C9mPDtFj6pavuTYJxFVjE.jpg
629,1637389,Milano Cortina 2026 Olympic Closing Ceremony: Beauty in Action,Milano Cortina 2026 Olympic Closing Ceremony: Beauty in Action,다큐멘터리,"IOC - International Olympic Commitee, OBS - Olympic Broadcasting Services",IT,"French, English, Italian",2026,,,0.0,/65nCDhumah259mL7QlFHX2ulhfm.jpg
630,1503762,센스 앤 센서빌리티,Sense and Sensibility,로맨스,"Focus Features, Working Title Films, November Pictures, Kiddo Films",US,English,2026,,,0.0,/gadMPKXNMZKdOTDuJaVHbi8Nt1a.jpg
631,1381071,고질라 마이너스 제로,ゴジラ-0.0,"SF, 공포, 액션","TOHO, Robot Communications, TOHO Studios",JP,Japanese,2026,,,0.0,/37ePFDpPfHYzfQRmSROWU4PHibc.jpg
632,1368830,Chers parents,Chers parents,코미디,"Bonne Pioche, SND, uMedia, M6 Films","BE, FR",French,2026,,,8.0,/8X0289hjVNiRuvSx9oy3dlXuxFW.jpg
633,1043789,Król dopalaczy,Król dopalaczy,"스릴러, 범죄",Król Dopalaczy Film,PL,Polish,2026,,,0.0,/tIVMWqlyzpi0KyEpyD8UAgKAqaW.jpg
634,1578318,Julenissens verksted,Julenissens verksted,"코미디, 가족, 애니메이션",,US,Norwegian,2026,,,0.0,/zfredju0Nk5pyaLpbD4SJ7dYAmw.jpg
635,1084187,발레리나 오버드라이브,Pretty Lethal,"액션, 스릴러","87North Productions, GulfStream Pictures",US,English,2026,,,0.0,
636,1637013,反轉砲擊,反轉砲擊,,,TW,,2026,,,0.0,
637,1290417,쉬버,Shiver,스릴러,"Hyperobject Industries, Soundfirm, Columbia Pictures",US,English,2026,,,0.0,
638,1637208,Thanksgiving Day,Thanksgiving Day,"애니메이션, SF, 모험",,KZ,No Language,2026,,,0.0,/sDXergLx0hZ6UbegR60QW8NcrHx.jpg
639,1640495,WUFT at CES 2026: Megabytes and Vegas Nights,WUFT at CES 2026: Megabytes and Vegas Nights,"다큐멘터리, TV 영화",Redfruit Media,US,English,2026,,,10.0,/vuKDnKdYYl5o7ZqO2jB0n1jnEsi.jpg
640,1368314,Passenger,Passenger,공포,"18Hz Productions, Coin Operated, Paramount Pictures",US,English,2026,,,0.0,
641,1533222,Past Life,Past Life,스릴러,,GB,English,2026,,,0.0,/9Nysr3PzUVdevMEJDW8iIdB4Z8w.jpg
642,1638499,Ματωμένες Παρτιτούρες,Ματωμένες Παρτιτούρες,드라마,Odyssey Filmworks,GR,,2026,,,0.0,/n8J40hSYZFxtz6M9XaDEoOYMIKo.jpg
643,1632606,团圆令,团圆令,"애니메이션, 판타지, 모험",China Media Group 中央广播电视总台 (CMG),CN,Mandarin,2026,,,0.0,/lVdryD9bJWHWC48vYPGGXy6tgOE.jpg
644,1397201,ゴールデンカムイ 網走監獄襲撃編,ゴールデンカムイ 網走監獄襲撃編,"액션, 모험, 역사","TOHO, CREDEUS, Shueisha, WOWOW",JP,Japanese,2026,,,0.0,/kFIs85TGQrrUqOvyYuC1ezkRO8x.jpg
645,1384514,वन,वन,"액션, 모험, 스릴러","TVF Motion Pictures, Balaji Telefilms",IN,Hindi,2026,,,0.0,/fddOUqqWmzMjksxri8uhpqNXaGl.jpg
646,1273630,Космическая собака Лида,Космическая собака Лида,"SF, 코미디, 모험","CTB Film Company, Backup Copy",RU,Russian,2026,,,0.0,/xT9CDmZxFioiV0CaYNKcdfjCwGS.jpg
647,1630746,The Strangers,The Strangers,"공포, 스릴러, 미스터리","Lionsgate, Fifth Element Productions, Sherbone Media, Lipsync Productions, Stream Media","GB, US",English,2026,,,0.0,/pstkq6Pb5u1VEV0n2RzhPebjefT.jpg
648,1212461,게임 오벡스,OBEX,"판타지, 모험, 공포","Cartuna, True Friend, Ley Line Entertainment, Salem Street Entertainment, Spartan Media Acquisitions",US,English,2026,"인터넷이 보급되기 전 1987년, 주인공 코너는 홀로 한적한 곳에서 반려견 샌디와 함께 컴퓨터로 유니코드 그림을 그리며 조용한 일상을 보내고 있다. 그의 일상은 구세대 애플 컴퓨터, 브라운관 텔레비전, VHS 비디오테이프 등 향수를 자극하는 소품들이 프레임 안에서 섬세하게 배치되어 묘사된다. 어느 날 코너는 잡지에서 '오벡스'라는 최신형 게임 광고를 보고 구매하게 되고, 자신과 샌디가 게임 속 캐릭터로 등장한다는 사실을 알게 되면서 점점 더 게임에 몰입한다. 게임에 빠져들수록 현실과 게임의 경계가 점차 희미해지고, 그러던 중 샌디가 사라지자 코너는 샌디를 찾기 위해 직접 게임 속으로 뛰어든다.",,5.833,/989voQxc9qAJKuBaoBHngqnpLsD.jpg
649,1471809,Лукоморье,Лукоморье,"판타지, 모험, 가족",Nashe Kino,RU,Russian,2026,,,0.0,
650,1535977,"미스터김, 영화관에 가다","미스터김, 영화관에 가다",다큐멘터리,"Sanai Pictures, Tiger Studio",KR,Korean,2026,"팬데믹 이후 급변한 영화 생태계 속에서 감독은 직접 카메라를 들고 한국과 일본, 대만, 인도네시아 등 아시아 여러 나라의 극장과 영화제를 순례한다. 그리고 그곳에서 만난 여러 영화인들로부터 극장과 영화에 대한 기억과 현재의 고민을 듣는다. 이창동, 박찬욱, 봉준호, 고레에다 히로카즈, 차이밍량, 가린 누그르호 등 국내외의 주요 영화인들도 기꺼이 그의 카메라 앞에서 영화와 극장에 대한 자신의 생각과 고민을 들려준다. 극장의 현재를 살펴보기 위해 시작된 여정은 영화에 대한 정서적 기록으로 나아가고 결국 영화관의 본질과 영화의 지속 가능성을 성찰하는 소중한 기회를 제공한다.","세계적 거장부터 극장 매니저까지, 100인의 영화인을 직접 만나다",0.0,/9yLn2sLUbLvbCCRHShwN3pMjaIl.jpg
651,1433055,晚窒息,晚窒息,"공포, 스릴러",,TW,Mandarin,2026,,,0.0,/wkmeS9wF46R5SN45Z4QK63TxngC.jpg
652,1165366,드골 - 파트 1: 자유 프랑스,"La Bataille De Gaulle, film 1 : L'âge de fer","역사, 드라마","Pathé, Auvergne-Rhône-Alpes Cinéma, TF1 Films Production, Ness Films, Beside Productions, LDRP, Logical Content Ventures, Belvédère, Aonia Ventures, Ouroboros Entertainment, Stags Participations II",FR,"English, French",2026,,,0.0,/zZXEU4MMC3W0fYzgdw4ONhMpeeP.jpg
653,1284046,Onslaught,Onslaught,"액션, 공포, 스릴러","A24, Ryder Picture Company, Lyrical Media, Breakaway Civilization, 828 Productions",US,English,2026,,,0.0,/wIbBXwv2PgxRzAg4i9n8pOiqlhe.jpg
654,1557886,교장 Reunion,教場 Reunion,드라마,,JP,Japanese,2026,"영화 '교장 리유니언(教場 Reunion)'은 2026년 1월 1일 넷플릭스에서 공개된 '교장' 시리즈의 완결편 2부작 중 전편(151분)입니다. 기무라 타쿠야 주연의 이 영화는 냉철한 교관 카자마 키미치카와 제205기 학생들의 대치를 다루며, 레전드 졸업생들(아카소 에이지, 메구로 렌 등)이 재집결하여 시리즈의 대미를 장식합니다.",,0.0,/8SHL2mYaL9vS0ETzoF9SixWRyvw.jpg
655,1389373,రౌడీ జనార్ధన,రౌడీ జనార్ధన,"액션, 범죄, 드라마",Sri Venkateswara Creations,IN,Telugu,2026,,,0.0,/cq0cz2Sw0ACgwgTBpg3vHnC6yni.jpg
656,1124142,The Rivals of Amziah King,The Rivals of Amziah King,"범죄, 드라마, 스릴러","Black Bear Pictures, Heyday Films, TPC",US,English,2026,,,0.0,/tRQ38Hm4FDkzGZiRaa1A4n8vVQi.jpg
657,1420742,L'infiltrée,L'infiltrée,코미디,74 Films,FR,French,2026,,,7.167,/ys6twzUhtNacnnhXTnHFZTMiOPM.jpg
658,1453096,핫 워터,Hot Water,드라마,"Cow Hip Films, Morning Moon Productions, Spark Features, Cinereach, The Sakana Foundation, Liucrative Media, MacPac Entertainment, Further Adventures",US,"Arabic, French, English",2026,,,0.0,/dW0Hdi3e1bWl1hwLIV8GcinGmbB.jpg
659,1137844,'메이데이' - Mayday,Mayday,"모험, 코미디, 액션","Skydance Media, Maximum Effort, GoldDay",US,English,2026,냉전 시대 극비 임무 중 적진 한복판에 고립된 미 해군 조종사가 살아남을 유일한 방법은 전직 KGB 요원과 손을 잡는 것뿐이다.,,0.0,
660,1530941,新劇場版 銀魂 -吉原大炎上-,新劇場版 銀魂 -吉原大炎上-,"애니메이션, 액션, 코미디","Warner Bros. Japan, BN Pictures",JP,Japanese,2026,,,0.0,/5F7YrauGDP2tbzz84KKwji2MB3e.jpg
661,1174240,Vampire Zombies...from Space!,Vampire Zombies...from Space!,"코미디, 공포, SF",The Dot Film Company,CA,English,2026,,,6.75,/g7uQT3jpdCaxcK9jn3cJY1Tfryq.jpg
662,673591,Gina,Gina,스릴러,,ES,,2026,,,0.0,/due4NrXXD6MS6B4NdN4pDULGtgr.jpg
663,1629095,Băieți de oraș: Golden Boyz,Băieți de oraș: Golden Boyz,코미디,,RO,Romanian,2026,,,9.0,/zy5iaAFr4WMjF3xwcQyzEVtGU5P.jpg
664,1301270,Skate to Hell,Skate to Hell,"공포, 코미디",,US,English,2026,,,0.0,/yxqYwmSmwAD4YcaaWDdRYKhlrCw.jpg
665,1559637,Dracula in Space,Dracula in Space,공포,ChampDog Films,GB,English,2026,,,2.0,/9tlykNIu36D7AEglAXZwY0JoKcA.jpg
666,1476528,À corps,À corps,드라마,"Wise Up Productions, Frakas Productions",BE,French,2026,,,6.2,/cSd4i1gDGG24TCMHHZ4tCLGRtls.jpg
667,1620822,슬라이드 스트럼 뮤트,슬라이드 스트럼 뮤트,"미스터리, 드라마, 음악","EDAM Entertainment, OS earth",KR,Korean,2026,"오디션에 불합격한 어느 밤, 의문의 남자가 맡긴 부서진 기타를 연주한 ‘우진’이 저주받은 시간을 가로질러 욕망으로 질주하는 미스터리 쇼트 필름","가여운 것, 알려줄게",0.0,/mg65l2fipLCGNiIyvhRj495Q37h.jpg
668,1493976,Несвятая Валентина,Несвятая Валентина,"로맨스, 판타지, 코미디",Phoenix Cinema,RU,Russian,2026,,,0.0,/o5jJz8bhIY5OccWgqVj45hvMstz.jpg
669,1120556,클리프행어 2,Cliffhanger,"액션, 모험, 스릴러","Black Magic Films, Thank You Pictures, RocketScience, Supernix",US,English,2026,,,0.0,/92cL0rfm6eK6cUU8UciorsX0Fpg.jpg
670,1571766,Kraken,Kraken,공포,"Marvelous Productions, Riggins Films, N9ne Studio",FR,French,2026,,,0.0,
671,1494140,Петрушка,Петрушка,"코미디, 판타지, 가족",Nashe Kino,RU,Russian,2026,,,0.0,
672,1597608,Ainsley McGregor Mysteries: A Case For the Watchmaker,Ainsley McGregor Mysteries: A Case For the Watchmaker,"TV 영화, 미스터리","Candy Rock Entertainment, Motion Picture Corporation of America, Great American Media, Syrup Studios, Lighthouse Pictures",US,English,2026,,,6.5,/54a1WSYGAiWBwx7odKktfxI7JKz.jpg
673,1056494,Narciso,Narciso,"드라마, 미스터리, 범죄, 스릴러","La Babosa Cine, Pandora Film, Esquina Filmes, BTeam Pictures, La Fabrica Nocturna Cinéma, Oublaum Filmes, Bocacha Films, Guay Films","BR, FR, DE, PY, PT, ES, UY","Guarani, Spanish",2026,,,10.0,/myt5b8olQaxNlziYFsF6kVMvO2A.jpg
674,1404184,"Bajo las banderas, el sol","Bajo las banderas, el sol",다큐멘터리,"Cine Mio, Juanjo Pereira, MaravillaCine, Sabaté Films, Lardux Films, Bird Street Productions, Weltfilm, INCAA","DE, AR, US, FR, PY","German, English, Spanish, French, Guarani, Portuguese",2026,,,0.0,/f9PbH0SH8UehyNQbMNwXwYRJMWN.jpg
675,1608620,Romance at Hope Ranch,Romance at Hope Ranch,로맨스,,US,,2026,,,0.0,/8A8Zoq43KSAk2KmB4NKaqz6zR4L.jpg
676,1130875,Operation Taco Gary's,Operation Taco Gary's,"코미디, SF, 액션",Rotten Science,US,,2026,,,0.0,/soKwdOugcT1XRVd7KpvTMSflz0D.jpg
677,1562407,Pipás,Pipás,스릴러,,HU,Hungarian,2026,,,0.0,/vC3Mppozb1bMI5bsgKsWuLTOHBF.jpg
678,1331344,No Voltees,No Voltees,공포,Cimarrón Cine,MX,Spanish,2026,,,0.0,/g3ZeqO6cNvr6cbfUn2FYZ7wAZ6f.jpg
679,1591834,Familia a la Deriva,Familia a la Deriva,"가족, 코미디","Pampa Films, Gloriamundi Producciones, Tiger House, Yellow Kingdom, No Idea Entertainment, Mallorca Film House, Star Original Productions",MX,Spanish,2026,,,5.0,/tuAGDBfrVNjcmyObU79lbwMLqJz.jpg
680,1596335,The AI Doc: Or How I Became an Apocaloptimist,The AI Doc: Or How I Became an Apocaloptimist,다큐멘터리,"Playgrounds, Cottage M, Fishbowl Films",US,English,2026,,,0.0,/wsX9R9OG3lOAv4nTlX1TPihmQLH.jpg
681,1488635,Τι Ψυχή θα Παραδώσεις Μωρή; — Part One,Τι Ψυχή θα Παραδώσεις Μωρή; — Part One,"코미디, 범죄, 드라마",Showtime Productions,GR,Greek,2026,,,5.0,/2eB3DVAxX20rZHU5XTyhvjR6V9J.jpg
682,1638213,Lets make Pancake,Lets make Pancake,"로맨스, 드라마",Green waters production,US,English,2026,,,0.0,/5Wc80xx5R2Gqr5FIUEWUCXFC2Vr.jpg
683,1573054,Play House,Play House,공포,"CHROMA, Skinny Ghost, Divide / Conquer",US,English,2026,,,0.0,/thxhTSzqL083OChrjniEaaISkTy.jpg
684,1559456,Finding Harmony: A King's Vision,Finding Harmony: A King's Vision,다큐멘터리,"Passion Planet, The King's Foundation",GB,English,2026,,,9.0,/lnhf1TnDdGcMMYfChCz36sp6TfI.jpg
685,1396674,一個部門的誕生,一個部門的誕生,"드라마, 범죄",Universe Entertainment,HK,Cantonese,2026,,,0.0,/lYcNEf05u7tXMCjhicqrbCS420P.jpg
686,1557893,教場 Requiem,教場 Requiem,드라마,"GEEK PICTURES, Fuji Television Network, Shogakukan, Storm Labels, TOHO, Hokkaido Cultural Broadcasting, Iwate Menkoi Television, Sendai Television, Akita Television, Sakuranbo Television Broadcasting Corporation, Fukushima Television Broadcasting, Niigata Sogo Television, Nagano Broadcasting System, Shizuoka Telecasting, Toyama Television, Ishikawa Television Broadcasting, Fukui Television Broadcasting, Tokai Television Broadcasting, Kansai Television, San-in Chuo Television Broadcasting, Okayama Broadcasting, Television Shin-Hiroshima System, Ehime Broadcasting, Kochi Sun Sun Broadcasting, Television Nishinippon Corporation, Saga Television Station, Television Nagasaki, Kumamoto Kenmin Televisions, Television Oita System, Miyazaki Telecasting, Kagoshima Television Station, Okinawa Television Broadcasting",JP,Japanese,2026,,,0.0,/cFwpQtlUM63U0AKpwet7OPrL7HA.jpg
687,1624208,엔하이픈 [워크 더 라인 썸머 에디션] 인 시네마,엔하이픈 [워크 더 라인 썸머 에디션] 인 시네마,"음악, 다큐멘터리","CJ 4DPLEX, ScreenX Studio",KR,"English, Japanese, Korean",2026,"25년 7월, ENHYPEN WORLD TOUR ‘WALK THE LINE’ IN JAPAN -SUMMER EDITION-의 모든 순간을 담다. 선 위에서 서로를 만난 일곱 소년. 과거와 현재를 잇는 여정을 지나 각자의 빛을 지닌 일곱 명이 하나의 팀으로 완성된다. 데뷔 1년 만의 밀리언셀러, 최단 기간 도쿄돔 입성이라는 새로운 기록, 그리고 2025년 첫 대상의 영광과 전 세계를 사로잡은 코첼라 무대까지. 그 눈부신 순간 뒤에는 늘 엔진과 함께 만든 ‘연결’의 에너지가 있었다. 엔하이픈과 팬들을 이어주는 보이지 않는 선. 그 위에서 울고 웃으며 하나가 된 순간들, 무대 뒤의 생생한 리허설, 투어를 오가는 이동 속의 일상, 그리고 여름의 도쿄를 가득 채운 뜨거운 숨결까지 모두 스크린에 담아낸다. 그리고 앞으로도 계속 그려질 새로운 선. 미래를 향한 또 하나의 연결. 엔하이픈과 엔진이 함께 써 내려갈 새로운 이야기와 새로운 기록이 지금, 눈앞에서 펼쳐진다.",,0.0,/6a7Wwooo0a8BWL6qmqF1kqzZoex.jpg
688,1421977,판타지 라이프,Fantasy Life,"코미디, 로맨스, 드라마","Prospect Avenue, Made by Limbo, Charlie's Production Company, AC3 Media, Burn Later Productions, Greenwich Entertainment",US,English,2026,,,0.0,/e0qtdCm7TJGRfMv0tmdP8DsOy3U.jpg
689,1555810,老破車,老破車,드라마,"Waking Life Pictures, Screentone, Kalehu",SG,"Malay, English, Mandarin",2026,,,0.0,/7aZKH6wRqgeNKpMnKTE765mQiXj.jpg
